id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
872,17,10,1,274.78,3.66,4.58,6.87,,0.0126,136.07,0.0,128.2,20.0,137.39,0.0,1,4.84,Day 1 00:00,Day 6 08:12
873,10,18,1,105.85,1.41,1.76,2.65,,0.0088,192.39,0.0,128.2,20.0,52.93,0.0,1,4.5,Day 1 00:00,Day 6 08:12
874,18,10,1,105.85,1.41,1.76,2.65,,0.0088,192.39,0.0,128.2,20.0,52.93,0.0,1,4.5,Day 1 00:00,Day 6 08:12
875,10,19,1,60.92,0.81,1.02,1.52,,0.0195,146.83,0.0,128.2,20.0,30.46,0.0,1,3.87,Day 1 00:00,Day 6 08:12
876,19,10,1,60.92,0.81,1.02,1.52,,0.0195,146.83,0.0,128.2,20.0,30.46,0.0,1,3.87,Day 1 00:00,Day 6 08:12
877,10,20,1,204.07,2.72,3.4,5.1,,0.0191,141.13,0.0,128.2,20.0,102.03,0.0,1,3.48,Day 1 00:00,Day 6 08:12
878,20,10,1,204.07,2.72,3.4,5.1,,0.0191,141.13,0.0,128.2,20.0,102.03,0.0,1,3.48,Day 1 00:00,Day 6 08:12
879,11,12,1,73.07,0.97,1.22,1.83,,0.0093,92.92,0.0,128.2,20.0,36.54,0.0,1,4.71,Day 1 00:00,Day 6 08:12
880,12,11,1,73.07,0.97,1.22,1.83,,0.0093,92.92,0.0,128.2,20.0,36.54,0.0,1,4.71,Day 1 00:00,Day 6 08:12
881,11,13,1,166.75,2.22,2.78,4.17,,0.0203,195.26,0.0,128.2,20.0,83.38,0.0,1,1.4,Day 1 00:00,Day 6 08:12
882,13,11,1,166.75,2.22,2.78,4.17,,0.0203,195.26,0.0,128.2,20.0,83.38,0.0,1,1.4,Day 1 00:00,Day 6 08:12
883,11,14,1,98.13,1.31,1.64,2.45,,0.012,187.86,0.0,128.2,20.0,49.06,0.0,1,3.87,Day 1 00:00,Day 6 08:12
884,14,11,1,98.13,1.31,1.64,2.45,,0.012,187.86,0.0,128.2,20.0,49.06,0.0,1,3.87,Day 1 00:00,Day 6 08:12
885,11,15,1,82.64,1.1,1.38,2.07,,0.0068,75.49,0.0,128.2,20.0,41.32,0.0,1,4.66,Day 1 00:00,Day 6 08:12
886,15,11,1,82.64,1.1,1.38,2.07,,0.0068,75.49,0.0,128.2,20.0,41.32,0.0,1,4.66,Day 1 00:00,Day 6 08:12
887,11,16,1,155.27,2.07,2.59,3.88,,0.0267,176.99,0.0,128.2,20.0,77.63,0.0,1,4.87,Day 1 00:00,Day 6 08:12
888,16,11,1,155.27,2.07,2.59,3.88,,0.0267,176.99,0.0,128.2,20.0,77.63,0.0,1,4.87,Day 1 00:00,Day 6 08:12
889,11,17,1,185.57,2.47,3.09,4.64,,0.0118,127.16,0.0,128.2,20.0,92.78,0.0,1,4.57,Day 1 00:00,Day 6 08:12
890,17,11,1,185.57,2.47,3.09,4.64,,0.0118,127.16,0.0,128.2,20.0,92.78,0.0,1,4.57,Day 1 00:00,Day 6 08:12
891,11,18,1,286.99,3.83,4.78,7.17,,0.0149,123.07,0.0,128.2,20.0,143.5,0.0,1,4.19,Day 1 00:00,Day 6 08:12
892,18,11,1,286.99,3.83,4.78,7.17,,0.0149,123.07,0.0,128.2,20.0,143.5,0.0,1,4.19,Day 1 00:00,Day 6 08:12
893,11,19,1,149.24,1.99,2.49,3.73,,0.011,91.91,0.0,128.2,20.0,74.62,0.0,1,2.92,Day 1 00:00,Day 6 08:12
894,19,11,1,149.24,1.99,2.49,3.73,,0.011,91.91,0.0,128.2,20.0,74.62,0.0,1,2.92,Day 1 00:00,Day 6 08:12
895,11,20,1,109.59,1.46,1.83,2.74,,0.0241,150.08,0.0,128.2,20.0,54.79,0.0,1,4.73,Day 1 00:00,Day 6 08:12
896,20,11,1,109.59,1.46,1.83,2.74,,0.0241,150.08,0.0,128.2,20.0,54.79,0.0,1,4.73,Day 1 00:00,Day 6 08:12
897,12,13,1,236.7,3.16,3.95,5.92,,0.0163,77.4,0.0,128.2,20.0,118.35,0.0,1,1.94,Day 1 00:00,Day 6 08:12
898,13,12,1,236.7,3.16,3.95,5.92,,0.0163,77.4,0.0,128.2,20.0,118.35,0.0,1,1.94,Day 1 00:00,Day 6 08:12
899,12,14,1,271.72,3.62,4.53,6.79,,0.0209,66.03,0.0,128.2,20.0,135.86,0.0,1,3.0,Day 1 00:00,Day 6 08:12
900,14,12,1,271.72,3.62,4.53,6.79,,0.0209,66.03,0.0,128.2,20.0,135.86,0.0,1,3.0,Day 1 00:00,Day 6 08:12
901,12,15,1,241.56,3.22,4.03,6.04,,0.0251,175.91,0.0,128.2,20.0,120.78,0.0,1,4.64,Day 1 00:00,Day 6 08:12
902,15,12,1,241.56,3.22,4.03,6.04,,0.0251,175.91,0.0,128.2,20.0,120.78,0.0,1,4.64,Day 1 00:00,Day 6 08:12
903,12,16,1,170.58,2.27,2.84,4.26,,0.0217,61.0,0.0,128.2,20.0,85.29,0.0,1,3.65,Day 1 00:00,Day 6 08:12
904,16,12,1,170.58,2.27,2.84,4.26,,0.0217,61.0,0.0,128.2,20.0,85.29,0.0,1,3.65,Day 1 00:00,Day 6 08:12
905,12,17,1,178.66,2.38,2.98,4.47,,0.0103,87.94,0.0,128.2,20.0,89.33,0.0,1,3.83,Day 1 00:00,Day 6 08:12
906,17,12,1,178.66,2.38,2.98,4.47,,0.0103,87.94,0.0,128.2,20.0,89.33,0.0,1,3.83,Day 1 00:00,Day 6 08:12
907,12,18,1,106.47,1.42,1.77,2.66,,0.0136,106.54,0.0,128.2,20.0,53.24,0.0,1,4.04,Day 1 00:00,Day 6 08:12
908,18,12,1,106.47,1.42,1.77,2.66,,0.0136,106.54,0.0,128.2,20.0,53.24,0.0,1,4.04,Day 1 00:00,Day 6 08:12
909,12,19,1,98.16,1.31,1.64,2.45,,0.007,77.51,0.0,128.2,20.0,49.08,0.0,1,3.85,Day 1 00:00,Day 6 08:12
910,19,12,1,98.16,1.31,1.64,2.45,,0.007,77.51,0.0,128.2,20.0,49.08,0.0,1,3.85,Day 1 00:00,Day 6 08:12
911,12,20,1,62.62,0.83,1.04,1.57,,0.0189,125.63,0.0,128.2,20.0,31.31,0.0,1,2.5,Day 1 00:00,Day 6 08:12
912,20,12,1,62.62,0.83,1.04,1.57,,0.0189,125.63,0.0,128.2,20.0,31.31,0.0,1,2.5,Day 1 00:00,Day 6 08:12
913,13,14,1,136.83,1.82,2.28,3.42,,0.0185,59.13,0.0,128.2,20.0,68.42,0.0,1,2.29,Day 1 00:00,Day 6 08:12
914,14,13,1,136.83,1.82,2.28,3.42,,0.0185,59.13,0.0,128.2,20.0,68.42,0.0,1,2.29,Day 1 00:00,Day 6 08:12
915,13,15,1,154.12,2.05,2.57,3.85,,0.0085,128.69,0.0,128.2,20.0,77.06,0.0,1,2.24,Day 1 00:00,Day 6 08:12
916,15,13,1,154.12,2.05,2.57,3.85,,0.0085,128.69,0.0,128.2,20.0,77.06,0.0,1,2.24,Day 1 00:00,Day 6 08:12
917,13,16,1,66.4,0.89,1.11,1.66,,0.0082,99.18,0.0,128.2,20.0,33.2,0.0,1,3.65,Day 1 00:00,Day 6 08:12
918,16,13,1,66.4,0.89,1.11,1.66,,0.0082,99.18,0.0,128.2,20.0,33.2,0.0,1,3.65,Day 1 00:00,Day 6 08:12
919,13,17,1,250.06,3.33,4.17,6.25,,0.0172,57.01,0.0,128.2,20.0,125.03,0.0,1,3.43,Day 1 00:00,Day 6 08:12
920,17,13,1,250.06,3.33,4.17,6.25,,0.0172,57.01,0.0,128.2,20.0,125.03,0.0,1,3.43,Day 1 00:00,Day 6 08:12
921,13,18,1,276.33,3.68,4.61,6.91,,0.0063,102.16,0.0,128.2,20.0,138.17,0.0,1,1.07,Day 1 00:00,Day 6 08:12
922,18,13,1,276.33,3.68,4.61,6.91,,0.0063,102.16,0.0,128.2,20.0,138.17,0.0,1,1.07,Day 1 00:00,Day 6 08:12
923,13,19,1,194.32,2.59,3.24,4.86,,0.0076,191.14,0.0,128.2,20.0,97.16,0.0,1,2.63,Day 1 00:00,Day 6 08:12
924,19,13,1,194.32,2.59,3.24,4.86,,0.0076,191.14,0.0,128.2,20.0,97.16,0.0,1,2.63,Day 1 00:00,Day 6 08:12
925,13,20,1,205.34,2.74,3.42,5.13,,0.0132,100.39,0.0,128.2,20.0,102.67,0.0,1,1.05,Day 1 00:00,Day 6 08:12
926,20,13,1,205.34,2.74,3.42,5.13,,0.0132,100.39,0.0,128.2,20.0,102.67,0.0,1,1.05,Day 1 00:00,Day 6 08:12
927,14,15,1,266.66,3.56,4.44,6.67,,0.0117,87.25,0.0,128.2,20.0,133.33,0.0,1,2.44,Day 1 00:00,Day 6 08:12
928,15,14,1,266.66,3.56,4.44,6.67,,0.0117,87.25,0.0,128.2,20.0,133.33,0.0,1,2.44,Day 1 00:00,Day 6 08:12
929,14,16,1,96.03,1.28,1.6,2.4,,0.0128,92.17,0.0,128.2,20.0,48.01,0.0,1,4.9,Day 1 00:00,Day 6 08:12
930,16,14,1,96.03,1.28,1.6,2.4,,0.0128,92.17,0.0,128.2,20.0,48.01,0.0,1,4.9,Day 1 00:00,Day 6 08:12
931,14,17,1,269.07,3.59,4.48,6.73,,0.0121,175.88,0.0,128.2,20.0,134.53,0.0,1,1.15,Day 1 00:00,Day 6 08:12
932,17,14,1,269.07,3.59,4.48,6.73,,0.0121,175.88,0.0,128.2,20.0,134.53,0.0,1,1.15,Day 1 00:00,Day 6 08:12
933,14,18,1,192.15,2.56,3.2,4.8,,0.0266,82.53,0.0,128.2,20.0,96.08,0.0,1,1.64,Day 1 00:00,Day 6 08:12
934,18,14,1,192.15,2.56,3.2,4.8,,0.0266,82.53,0.0,128.2,20.0,96.08,0.0,1,1.64,Day 1 00:00,Day 6 08:12
935,14,19,1,248.53,3.31,4.14,6.21,,0.0213,196.12,0.0,128.2,20.0,124.27,0.0,1,1.64,Day 1 00:00,Day 6 08:12
936,19,14,1,248.53,3.31,4.14,6.21,,0.0213,196.12,0.0,128.2,20.0,124.27,0.0,1,1.64,Day 1 00:00,Day 6 08:12
937,14,20,1,87.11,1.16,1.45,2.18,,0.0064,98.64,0.0,128.2,20.0,43.55,0.0,1,1.19,Day 1 00:00,Day 6 08:12
938,20,14,1,87.11,1.16,1.45,2.18,,0.0064,98.64,0.0,128.2,20.0,43.55,0.0,1,1.19,Day 1 00:00,Day 6 08:12
939,15,16,1,203.49,2.71,3.39,5.09,,0.0071,118.14,0.0,128.2,20.0,101.74,0.0,1,3.06,Day 1 00:00,Day 6 08:12
940,16,15,1,203.49,2.71,3.39,5.09,,0.0071,118.14,0.0,128.2,20.0,101.74,0.0,1,3.06,Day 1 00:00,Day 6 08:12
941,15,17,1,71.59,0.95,1.19,1.79,,0.0223,198.58,0.0,128.2,20.0,35.79,0.0,1,2.56,Day 1 00:00,Day 6 08:12
942,17,15,1,71.59,0.95,1.19,1.79,,0.0223,198.58,0.0,128.2,20.0,35.79,0.0,1,2.56,Day 1 00:00,Day 6 08:12
943,15,18,1,179.2,2.39,2.99,4.48,,0.0144,196.97,0.0,128.2,20.0,89.6,0.0,1,4.4,Day 1 00:00,Day 6 08:12
944,18,15,1,179.2,2.39,2.99,4.48,,0.0144,196.97,0.0,128.2,20.0,89.6,0.0,1,4.4,Day 1 00:00,Day 6 08:12
945,15,19,1,292.18,3.9,4.87,7.3,,0.0147,97.45,0.0,128.2,20.0,146.09,0.0,1,1.06,Day 1 00:00,Day 6 08:12
946,19,15,1,292.18,3.9,4.87,7.3,,0.0147,97.45,0.0,128.2,20.0,146.09,0.0,1,1.06,Day 1 00:00,Day 6 08:12
947,15,20,1,69.22,0.92,1.15,1.73,,0.0289,137.65,0.0,128.2,20.0,34.61,0.0,1,2.78,Day 1 00:00,Day 6 08:12
948,20,15,1,69.22,0.92,1.15,1.73,,0.0289,137.65,0.0,128.2,20.0,34.61,0.0,1,2.78,Day 1 00:00,Day 6 08:12
949,16,17,1,89.46,1.19,1.49,2.24,,0.0285,55.9,0.0,128.2,20.0,44.73,0.0,1,3.59,Day 1 00:00,Day 6 08:12
950,17,16,1,89.46,1.19,1.49,2.24,,0.0285,55.9,0.0,128.2,20.0,44.73,0.0,1,3.59,Day 1 00:00,Day 6 08:12
951,16,18,1,199.74,2.66,3.33,4.99,,0.0233,161.56,0.0,128.2,20.0,99.87,0.0,1,3.7,Day 1 00:00,Day 6 08:12
952,18,16,1,199.74,2.66,3.33,4.99,,0.0233,161.56,0.0,128.2,20.0,99.87,0.0,1,3.7,Day 1 00:00,Day 6 08:12
953,16,19,1,188.37,2.51,3.14,4.71,,0.0158,170.28,0.0,128.2,20.0,94.18,0.0,1,1.53,Day 1 00:00,Day 6 08:12
954,19,16,1,188.37,2.51,3.14,4.71,,0.0158,170.28,0.0,128.2,20.0,94.18,0.0,1,1.53,Day 1 00:00,Day 6 08:12
955,16,20,1,120.62,1.61,2.01,3.02,,0.0245,183.36,0.0,128.2,20.0,60.31,0.0,1,3.65,Day 1 00:00,Day 6 08:12
956,20,16,1,120.62,1.61,2.01,3.02,,0.0245,183.36,0.0,128.2,20.0,60.31,0.0,1,3.65,Day 1 00:00,Day 6 08:12
957,17,18,1,62.47,0.83,1.04,1.56,,0.0258,195.27,0.0,128.2,20.0,31.23,0.0,1,2.84,Day 1 00:00,Day 6 08:12
958,18,17,1,62.47,0.83,1.04,1.56,,0.0258,195.27,0.0,128.2,20.0,31.23,0.0,1,2.84,Day 1 00:00,Day 6 08:12
959,17,19,1,147.59,1.97,2.46,3.69,,0.0138,140.98,0.0,128.2,20.0,73.8,0.0,1,1.68,Day 1 00:00,Day 6 08:12
960,19,17,1,147.59,1.97,2.46,3.69,,0.0138,140.98,0.0,128.2,20.0,73.8,0.0,1,1.68,Day 1 00:00,Day 6 08:12
961,17,20,1,83.65,1.12,1.39,2.09,,0.0298,125.16,0.0,128.2,20.0,41.83,0.0,1,3.06,Day 1 00:00,Day 6 08:12
962,20,17,1,83.65,1.12,1.39,2.09,,0.0298,125.16,0.0,128.2,20.0,41.83,0.0,1,3.06,Day 1 00:00,Day 6 08:12
963,18,19,1,125.35,1.67,2.09,3.13,,0.0061,59.68,0.0,128.2,20.0,62.67,0.0,1,1.24,Day 1 00:00,Day 6 08:12
964,19,18,1,125.35,1.67,2.09,3.13,,0.0061,59.68,0.0,128.2,20.0,62.67,0.0,1,1.24,Day 1 00:00,Day 6 08:12
965,18,20,1,225.77,3.01,3.76,5.64,,0.0245,192.68,0.0,128.2,20.0,112.89,0.0,1,4.92,Day 1 00:00,Day 6 08:12
966,20,18,1,225.77,3.01,3.76,5.64,,0.0245,192.68,0.0,128.2,20.0,112.89,0.0,1,4.92,Day 1 00:00,Day 6 08:12
967,19,20,1,87.8,1.17,1.46,2.19,,0.0054,152.66,0.0,128.2,20.0,43.9,0.0,1,2.17,Day 1 00:00,Day 6 08:12
968,20,19,1,87.8,1.17,1.46,2.19,,0.0054,152.66,0.0,128.2,20.0,43.9,0.0,1,2.17,Day 1 00:00,Day 6 08:12
